title,name,location,time,verified,review,aircraft_model,traveller_type,seat_type,route,date_flown,overal_rating,Seat_comfort_rating,cabin_staff,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommended
,,Germany,2023-12-20,True,Economy Class,Boeing 787-9,Solo Leisure,Economy Class,,December 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Belgium,2023-12-20,True,Economy Class,Boeing 773,Couple Leisure,Economy Class,,December 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Australia,2023-12-19,False,Economy Class,A380,Couple Leisure,Economy Class,,November 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2023-12-18,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,December 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,Kuwait,2023-12-17,True,Economy Class,Boeing 787,Solo Leisure,Economy Class,,December 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Bahrain,2023-12-13,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,November 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Arab Emirates,2023-12-11,False,Business Class,A350,Business,Business Class,,November 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2023-12-09,True,Economy Class,A380 / 777-300ER / A350,Couple Leisure,Economy Class,,December 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Italy,2023-12-04,True,Economy Class,A350 / Boeing 777,Couple Leisure,Economy Class,,December 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Australia,2023-11-29,True,Economy Class,Boeing 777-300ER,Couple Leisure,Economy Class,,October 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,South Africa,2023-11-25,True,Economy Class,Business,Business,Economy Class,,November 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Switzerland,2023-11-24,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,November 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Netherlands,2023-11-24,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,November 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,United Arab Emirates,2023-11-19,True,Business Class,Boeing 777-300 er,Solo Leisure,Business Class,,November 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",1.0,5,5,4,4,0
,,United Kingdom,2023-11-18,True,Economy Class,A350 / Boeing 787,Solo Leisure,Economy Class,,October 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2023-11-16,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,United States,2023-11-11,True,Business Class,Couple Leisure,Couple Leisure,Business Class,,November 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,Belgium,2023-11-11,True,Economy Class,Boeing 787,Solo Leisure,Economy Class,,November 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,Australia,2023-11-07,False,Economy Class,A380 / Boeing 787,Solo Leisure,Economy Class,,November 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Sweden,2023-11-06,True,Business Class,A350-1000,Solo Leisure,Business Class,,November 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Sweden,2023-11-06,True,Business Class,Boeing 787-8,Solo Leisure,Business Class,,October 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Sweden,2023-11-06,True,Business Class,Boeing 787-9,Solo Leisure,Business Class,,October 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2023-11-02,True,Economy Class,A350,Solo Leisure,Economy Class,,November 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United Kingdom,2023-11-02,True,Business Class,Business,Business,Business Class,,June 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",4.0,5,5,4,4,0
,,Denmark,2023-10-31,True,Economy Class,A350-900Q,Solo Leisure,Economy Class,,October 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",3.0,5,5,4,4,0
,,France,2023-10-30,True,Economy Class,A350 / Boeing 787,Solo Leisure,Economy Class,,October 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",2.0,5,5,4,4,0
,,United Kingdom,2023-10-29,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Denmark,2023-10-28,True,Economy Class,B777-300,Solo Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2023-10-27,False,Economy Class,Boeing 787-9,Family Leisure,Economy Class,,October 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Nepal,2023-10-27,True,First Class,A330-300 /  Boeing 777-200Lr,Family Leisure,First Class,,October 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,United States,2023-10-26,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Germany,2023-10-25,True,Business Class,A380 / Boeing 789,Solo Leisure,Business Class,,October 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,China,2023-10-21,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,France,2023-10-16,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star"">5</span></td>",5.0,5,5,4,4,0
,,Kuwait,2023-10-11,True,Business Class,Couple Leisure,Couple Leisure,Business Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-10-11,True,Economy Class,A330,Business,Economy Class,,October 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-10-11,True,Economy Class,Boeing 777ER,Business,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-10-10,True,Business Class,A350-1000,Business,Business Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,United Arab Emirates,2023-10-07,True,Business Class,A380,Couple Leisure,Business Class,,October 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Arab Emirates,2023-10-07,True,Business Class,Boeing 787-8,Couple Leisure,Business Class,,September 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United Kingdom,2023-10-06,True,Economy Class,A350-1000,Couple Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,South Africa,2023-10-05,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Thailand,2023-10-04,True,Economy Class,Boeing 777,Solo Leisure,Economy Class,,October 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-10-03,True,Economy Class,Boeing 777-300er,Couple Leisure,Economy Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,United States,2023-10-03,True,Economy Class,A350 / Boeing 787,Business,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,France,2023-10-03,True,Economy Class,Business,Business,Economy Class,,September 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United States,2023-10-02,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,October 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-10-01,True,Business Class,Couple Leisure,Couple Leisure,Business Class,,September 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Oman,2023-09-30,True,Economy Class,A320,Family Leisure,Economy Class,,September 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Czech Republic,2023-09-30,True,Economy Class,A380-800,Solo Leisure,Economy Class,,September 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Singapore,2023-09-30,False,Business Class,Business,Business,Business Class,,September 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Bahrain,2023-09-27,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Austria,2023-09-23,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Qatar,2023-09-23,True,First Class,Boeing 737-8MAX,Solo Leisure,First Class,,September 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-09-23,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,September 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-09-23,True,Economy Class,Boeing 738 max / B773 ER,Solo Leisure,Economy Class,,September 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-09-22,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Uganda,2023-09-22,True,Economy Class,Business,Business,Economy Class,,September 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-09-22,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-09-20,True,Economy Class,Boeing 773ER / 738 Max,Solo Leisure,Economy Class,,September 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,New Zealand,2023-09-20,True,Business Class,Business,Business,Business Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United States,2023-09-19,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,5,4,4,4,0
,,South Africa,2023-09-18,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-09-18,True,Business Class,A380 / Boeing 777 / 787-9 ,Couple Leisure,Business Class,,August 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Australia,2023-09-18,False,Business Class,Business,Business,Business Class,,August 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-09-15,False,Economy Class,Boeing 777-300ER,Couple Leisure,Economy Class,,September 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",,5,4,4,4,0
,,Lebanon,2023-09-14,True,Business Class,Boeing 777-300ER,Solo Leisure,Business Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-09-14,True,Economy Class,Boeing 787,Family Leisure,Economy Class,,September 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Australia,2023-09-13,True,Business Class,Boeing 777,Solo Leisure,Business Class,,August 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-09-13,True,Economy Class,A350-900,Solo Leisure,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Thailand,2023-09-12,True,Economy Class,Boeing 787,Couple Leisure,Economy Class,,September 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Poland,2023-09-12,True,Business Class,A380 / A330 / B777,Business,Business Class,,May 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United Kingdom,2023-09-10,True,Economy Class,A380,Solo Leisure,Economy Class,,August 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,United Kingdom,2023-09-10,True,Economy Class,Boeing 787-8,Solo Leisure,Economy Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United Kingdom,2023-09-09,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,August 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Australia,2023-09-09,True,Business Class,A380,Business,Business Class,,July 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Pakistan,2023-09-07,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,September 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Sri Lanka,2023-09-06,True,Economy Class,Business,Business,Economy Class,,September 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,New Zealand,2023-09-05,True,Economy Class,A350,Solo Leisure,Economy Class,,September 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United Kingdom,2023-09-04,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,September 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Qatar,2023-09-03,True,First Class,A380,Solo Leisure,First Class,,September 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Iran,2023-08-29,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,5,4,4,4,0
,,India,2023-08-29,False,Economy Class,Boeing 777-300ER,Solo Leisure,Economy Class,,August 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,India,2023-08-29,False,Business Class,Boeing 777-300ER,Solo Leisure,Business Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-08-26,False,Business Class,Boeing 777 / 787,Business,Business Class,,August 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,France,2023-08-26,True,Business Class,Family Leisure,Family Leisure,Business Class,,August 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Germany,2023-08-24,True,Business Class,A350-900 / Boeing 777-300,Solo Leisure,Business Class,,August 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-08-22,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,July 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,United States,2023-08-21,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Italy,2023-08-20,True,Business Class,A350-900 / Boeing 787-8,Solo Leisure,Business Class,,August 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,South Africa,2023-08-19,True,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,August 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Indonesia,2023-08-17,True,Business Class,Boeing 777-300ER,Solo Leisure,Business Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
